member_id,prediction_date,feature_start_date,feature_end_date,label_start_date,label_end_date,status_at_prediction,past_active_days_7d,past_order_count_7d,future_active_days_7d
SYN_0216,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,2,0,7
SYN_0217,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,7,1,4
SYN_0218,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,0,0,0
SYN_0219,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,3,2,6
SYN_0220,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,4,2,7
SYN_0221,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,3,3,2
SYN_0222,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,4,0,2
SYN_0223,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,4,0,5
SYN_0224,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,0,0,0
SYN_0225,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,2,0,0
SYN_0226,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,6,5,
SYN_0227,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,disabled,1,0,0
SYN_0228,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,3,2,4
SYN_0229,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,5,2,6
SYN_0230,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,0,0,0
SYN_0231,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,5,4,6
SYN_0232,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,disabled,5,2,0
SYN_0233,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,4,2,3
SYN_0234,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,3,2,4
SYN_0235,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,2,0,0
SYN_0236,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,disabled,2,0,0
SYN_0237,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,2,1,
SYN_0238,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,disabled,0,0,0
SYN_0239,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,1,0,0
SYN_0240,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,2,0,0
SYN_0241,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,0,0,0
SYN_0242,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,4,3,7
SYN_0243,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,disabled,7,3,0
SYN_0244,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,2,0,3
SYN_0245,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,0,0,2
SYN_0246,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,2,0,0
SYN_0247,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,4,2,1
SYN_0248,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,0,0,0
SYN_0249,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,0,0,3
SYN_0250,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,0,0,0
SYN_0251,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,6,4,1
SYN_0252,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,3,3,3
SYN_0253,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,3,1,1
SYN_0254,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,disabled,2,1,0
SYN_0255,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,3,1,0
SYN_0256,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,7,1,4
SYN_0257,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,1,0,0
SYN_0258,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,4,1,0
SYN_0259,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,6,2,2
SYN_0260,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,1,0,1
SYN_0261,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,2,2,1
SYN_0262,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,4,3,2
SYN_0263,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,4,2,3
SYN_0264,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,4,0,5
SYN_0265,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,6,3,3
SYN_0266,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,0,0,0
SYN_0267,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,0,0,0
SYN_0268,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,5,0,6
SYN_0269,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,3,0,0
SYN_0270,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,7,2,2
SYN_0271,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,6,1,4
SYN_0272,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,1,0,7
SYN_0273,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,1,0,2
SYN_0274,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,2,1,0
SYN_0275,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,2,0,0
SYN_0276,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,5,0,0
SYN_0277,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,4,2,4
SYN_0278,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,2,2,4
SYN_0279,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,0,0,0
SYN_0280,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,disabled,5,0,0
SYN_0281,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,3,0,0
SYN_0282,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,2,2,0
SYN_0283,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,0,0,4
SYN_0284,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,7,2,5
SYN_0285,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,0,0,0
SYN_0286,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,2,0,6
SYN_0287,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,6,2,2
SYN_0288,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,1,0,0
SYN_0289,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,1,0,0
SYN_0290,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,2,0,7
SYN_0291,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,6,2,0
SYN_0292,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,0,0,0
SYN_0293,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,5,4,5
SYN_0294,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,4,2,2
SYN_0295,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,disabled,5,0,0
SYN_0296,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,2,1,0
SYN_0297,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,3,3,1
SYN_0298,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,0,0,0
SYN_0299,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,4,1,1
SYN_0300,2026-08-01,2026-07-25,2026-07-31,2026-08-01,2026-08-07,valid,5,1,0
